year;kraj;okres;mesto;suma_spolu;suma_na_obyvatela;pocet;priemerna_suma;strana
2011;Banskobystrický kraj;Banská Bystrica;Badín;105891;56.4450959488273;4;26472.75;objednavatel
2011;Banskobystrický kraj;Banská Bystrica;Banská Bystrica;153177649.2189;1944.91542724422;4271;35864.5865649497;objednavatel
2011;Banskobystrický kraj;Banská Bystrica;Čerín;0;0;2;0;objednavatel
2011;Banskobystrický kraj;Banská Bystrica;Dúbravica;2318.7;5.93017902813299;1;2318.7;objednavatel
2011;Banskobystrický kraj;Banská Bystrica;Hiadeľ;6203;12.068093385214;2;3101.5;objednavatel
2011;Banskobystrický kraj;Banská Bystrica;Horná Mičiná;0;0;1;0;objednavatel
2011;Banskobystrický kraj;Banská Bystrica;Králiky;3479.88;5.48876971608833;2;1739.94;objednavatel
2011;Banskobystrický kraj;Banská Bystrica;Kynceľová;1200;3.15789473684211;1;1200;objednavatel
2011;Banskobystrický kraj;Banská Bystrica;Ľubietová;20264;17.4689655172414;3;6754.66666666667;objednavatel
2011;Banskobystrický kraj;Banská Bystrica;Lučatín;46012;70.678955453149;6;7668.66666666667;objednavatel
2011;Banskobystrický kraj;Banská Bystrica;Motyčky;0;0;1;0;objednavatel
2011;Banskobystrický kraj;Banská Bystrica;Nemce;0;0;2;0;objednavatel
2011;Banskobystrický kraj;Banská Bystrica;Podkonice;0;0;1;0;objednavatel
2011;Banskobystrický kraj;Banská Bystrica;Poniky;119693.39;76.530300511509;4;29923.3475;objednavatel
2011;Banskobystrický kraj;Banská Bystrica;Povrazník;5052.11;36.8767153284671;1;5052.11;objednavatel
2011;Banskobystrický kraj;Banská Bystrica;Priechod;2048.32;2.255859030837;2;1024.16;objednavatel
2011;Banskobystrický kraj;Banská Bystrica;Slovenská Ľupča;272488.96;84.5976280658181;163;1671.71141104294;objednavatel
2011;Banskobystrický kraj;Banská Bystrica;Staré Hory;10;0.018450184501845;1;10;objednavatel
2011;Banskobystrický kraj;Banská Bystrica;Tajov;24382080.15;41185.9461993243;308;79162.5978896104;objednavatel
2011;Banskobystrický kraj;Banská Bystrica;Vlkanová;1858.62;1.43412037037037;3;619.54;objednavatel
2011;Banskobystrický kraj;Banská Štiavnica;Baďan;111500;538.647342995169;3;37166.6666666667;objednavatel
2011;Banskobystrický kraj;Banská Štiavnica;Banská Belá;10345.02;8.50741776315789;2;5172.51;objednavatel
2011;Banskobystrický kraj;Banská Štiavnica;Banská Štiavnica;112980.513;11.0656721841332;89;1269.44396629213;objednavatel
2011;Banskobystrický kraj;Banská Štiavnica;Beluj;20000;161.290322580645;1;20000;objednavatel
2011;Banskobystrický kraj;Banská Štiavnica;Kozelník;302.16;1.65114754098361;1;302.16;objednavatel
2011;Banskobystrický kraj;Banská Štiavnica;Prenčov;111500;169.195751138088;4;27875;objednavatel
2011;Banskobystrický kraj;Banská Štiavnica;Svätý Anton;71838.05;58.8354217854218;53;1355.43490566038;objednavatel
2011;Banskobystrický kraj;Brezno;Beňuš;7264503.91;6219.6095119863;129;56313.9837984496;objednavatel
2011;Banskobystrický kraj;Brezno;Brezno;781859.2;36.8540749469715;29;26960.6620689655;objednavatel
2011;Banskobystrický kraj;Brezno;Čierny Balog;9943457.21;1909.99946407991;260;38244.0661923077;objednavatel
2011;Banskobystrický kraj;Brezno;Heľpa;8000;2.93147673140344;1;8000;objednavatel
2011;Banskobystrický kraj;Brezno;Hronec;0;0;1;0;objednavatel
2011;Banskobystrický kraj;Brezno;Michalová;0;0;1;0;objednavatel
2011;Banskobystrický kraj;Brezno;Mýto pod Ďumbierom;3000;5.78034682080925;1;3000;objednavatel
2011;Banskobystrický kraj;Brezno;Nemecká;21954;12.1292817679558;6;3659;objednavatel
2011;Banskobystrický kraj;Brezno;Osrblie;7914.82;20.2425063938619;2;3957.41;objednavatel
2011;Banskobystrický kraj;Brezno;Pohorelá;20912.43;9.14804461942257;2;10456.215;objednavatel
2011;Banskobystrický kraj;Brezno;Pohronská Polhora;8172;4.61434217955957;6;1362;objednavatel
2011;Banskobystrický kraj;Brezno;Polomka;24088.56;7.9578989098117;4;6022.14;objednavatel
2011;Banskobystrický kraj;Brezno;Sihla;14.4;0.0716417910447761;1;14.4;objednavatel
2011;Banskobystrický kraj;Brezno;Šumiac;7350;5.61068702290076;2;3675;objednavatel
2011;Banskobystrický kraj;Brezno;Telgárt;11.12;0.0072490221642764;1;11.12;objednavatel
2011;Banskobystrický kraj;Detva;Detva;187144.31;12.5709887821589;18;10396.9061111111;objednavatel
2011;Banskobystrický kraj;Detva;Detvianska Huta;3716.41;5.27899147727273;1;3716.41;objednavatel
2011;Banskobystrický kraj;Detva;Horný Tisovník;20000;96.6183574879227;1;20000;objednavatel
2011;Banskobystrický kraj;Detva;Hriňová;267321.9;35.1184839726747;18;14851.2166666667;objednavatel
2011;Banskobystrický kraj;Detva;Klokoč;113889.36;226.871235059761;6;18981.56;objednavatel
2011;Banskobystrický kraj;Detva;Korytárky;90;0.0933609958506224;1;90;objednavatel
2011;Banskobystrický kraj;Detva;Látky;5580;9.82394366197183;4;1395;objednavatel
2011;Banskobystrický kraj;Detva;Podkriváň;20000;34.3642611683849;1;20000;objednavatel
2011;Banskobystrický kraj;Krupina;Bzovík;90;0.0786026200873362;1;90;objednavatel
2011;Banskobystrický kraj;Krupina;Cerovo;4417.36;7.48705084745763;11;401.578181818182;objednavatel
2011;Banskobystrický kraj;Krupina;Dudince;1852.55;1.29639608117565;2;926.275;objednavatel
2011;Banskobystrický kraj;Krupina;Krupina;233566.99;29.3979848961611;22;10616.6813636364;objednavatel
2011;Banskobystrický kraj;Krupina;Ladzany;0;0;1;0;objednavatel
2011;Banskobystrický kraj;Krupina;Litava;1737.4;2.2651890482399;2;868.7;objednavatel
2011;Banskobystrický kraj;Krupina;Sebechleby;2771.28;2.28464962901896;3;923.76;objednavatel
2011;Banskobystrický kraj;Krupina;Senohrad;285;0.366323907455013;6;47.5;objednavatel
2011;Banskobystrický kraj;Krupina;Zemiansky Vrbovok;218.28;2.29768421052632;1;218.28;objednavatel
2011;Banskobystrický kraj;Lučenec;Biskupice;0;0;1;0;objednavatel
2011;Banskobystrický kraj;Lučenec;Čamovce;92700;153.731343283582;2;46350;objednavatel
2011;Banskobystrický kraj;Lučenec;Dobroč;92700;145.297805642633;1;92700;objednavatel
2011;Banskobystrický kraj;Lučenec;Fiľakovo;22948.46;2.14732478712454;11;2086.22363636364;objednavatel
2011;Banskobystrický kraj;Lučenec;Halič;23000;13.6579572446556;2;11500;objednavatel
2011;Banskobystrický kraj;Lučenec;Kotmanová;23716;73.4241486068111;2;11858;objednavatel
2011;Banskobystrický kraj;Lučenec;Lehôtka;1002.36;2.96556213017751;1;1002.36;objednavatel
2011;Banskobystrický kraj;Lučenec;Lipovany;90000;342.205323193916;1;90000;objednavatel
2011;Banskobystrický kraj;Lučenec;Ľuboreč;50;0.151057401812689;1;50;objednavatel
2011;Banskobystrický kraj;Lučenec;Lučenec;406305.53;14.4597861133848;117;3472.69683760684;objednavatel
2011;Banskobystrický kraj;Lučenec;Lupoč;92245;382.759336099585;1;92245;objednavatel
2011;Banskobystrický kraj;Lučenec;Mýtna;112700;96.5724078834619;4;28175;objednavatel
2011;Banskobystrický kraj;Lučenec;Nitra nad Ipľom;42000;117.31843575419;2;21000;objednavatel
2011;Banskobystrický kraj;Lučenec;Pleš;376743.63;1728.18178899083;14;26910.2592857143;objednavatel
2011;Banskobystrický kraj;Lučenec;Podrečany;0;0;1;0;objednavatel
2011;Banskobystrický kraj;Lučenec;Praha;865295.8;10301.1404761905;43;20123.1581395349;objednavatel
2011;Banskobystrický kraj;Lučenec;Prša;0;0;1;0;objednavatel
2011;Banskobystrický kraj;Lučenec;Šávoľ;92700;169.78021978022;3;30900;objednavatel
2011;Banskobystrický kraj;Lučenec;Šiatorská Bukovinka;92700;294.285714285714;1;92700;objednavatel
2011;Banskobystrický kraj;Lučenec;Trenč;1082785.7;2333.58987068966;44;24608.7659090909;objednavatel
2011;Banskobystrický kraj;Lučenec;Veľké Dravce;20090;29.762962962963;2;10045;objednavatel
2011;Banskobystrický kraj;Poltár;České Brezovo;250;0.492125984251969;1;250;objednavatel
2011;Banskobystrický kraj;Poltár;Hrnčiarska Ves;112699;113.837373737374;2;56349.5;objednavatel
2011;Banskobystrický kraj;Poltár;Kokava nad Rimavicou;111700;37.4706474337471;3;37233.3333333333;objednavatel
2011;Banskobystrický kraj;Poltár;Málinec;22000;14.4356955380577;2;11000;objednavatel
2011;Banskobystrický kraj;Poltár;Poltár;1061.7;0.185029627047752;5;212.34;objednavatel
2011;Banskobystrický kraj;Poltár;Sušany;92696;209.2460496614;1;92696;objednavatel
2011;Banskobystrický kraj;Poltár;Šoltýska;9;0.072;1;9;objednavatel
2011;Banskobystrický kraj;Poltár;Utekáč;20000;19.9004975124378;1;20000;objednavatel
2011;Banskobystrický kraj;Revúca;Gemer;48030.64;54.5183200908059;10;4803.064;objednavatel
2011;Banskobystrický kraj;Revúca;Chvalová;20000;106.951871657754;1;20000;objednavatel
2011;Banskobystrický kraj;Revúca;Chyžné;92700;220.190023752969;1;92700;objednavatel
2011;Banskobystrický kraj;Revúca;Jelšava;35841.9;11.2321842682545;6;5973.65;objednavatel
2011;Banskobystrický kraj;Revúca;Leváre;50;0.515463917525773;2;25;objednavatel
2011;Banskobystrický kraj;Revúca;Lubeník;93258;70.5431164901664;3;31086;objednavatel
2011;Banskobystrický kraj;Revúca;Magnezitovce;120;0.263157894736842;1;120;objednavatel
2011;Banskobystrický kraj;Revúca;Mokrá Lúka;491;0.947876447876448;2;245.5;objednavatel
2011;Banskobystrický kraj;Revúca;Muráň;458080;370.914979757085;5;91616;objednavatel
2011;Banskobystrický kraj;Revúca;Muránska Huta;0;0;1;0;objednavatel
2011;Banskobystrický kraj;Revúca;Muránska Zdychava;0;0;1;0;objednavatel
2011;Banskobystrický kraj;Revúca;Rašice;126.76;1.07423728813559;4;31.69;objednavatel
2011;Banskobystrický kraj;Revúca;Ratková;116228;202.487804878049;4;29057;objednavatel
2011;Banskobystrický kraj;Revúca;Ratkovské Bystré;112700;301.336898395722;3;37566.6666666667;objednavatel
2011;Banskobystrický kraj;Revúca;Revúca;3910454.84;313.689622974491;217;18020.5292165899;objednavatel
2011;Banskobystrický kraj;Revúca;Sirk;20000;17.0940170940171;1;20000;objednavatel
2011;Banskobystrický kraj;Revúca;Skerešovo;20000;80.6451612903226;1;20000;objednavatel
2011;Banskobystrický kraj;Revúca;Tornaľa;11046.96;1.51121203830369;21;526.045714285714;objednavatel
2011;Banskobystrický kraj;Rimavská Sobota;Barca;4200;7.86516853932584;1;4200;objednavatel
2011;Banskobystrický kraj;Rimavská Sobota;Bátka;500;0.539374325782093;1;500;objednavatel
2011;Banskobystrický kraj;Rimavská Sobota;Budikovany;20000;333.333333333333;1;20000;objednavatel
2011;Banskobystrický kraj;Rimavská Sobota;Cakov;29200;96.3696369636964;3;9733.33333333333;objednavatel
2011;Banskobystrický kraj;Rimavská Sobota;Dubno;20000;131.578947368421;1;20000;objednavatel
2011;Banskobystrický kraj;Rimavská Sobota;Gemerské Dechtáre;20000;44.3458980044346;1;20000;objednavatel
2011;Banskobystrický kraj;Rimavská Sobota;Gemerský Jablonec;92700;132.239657631954;1;92700;objednavatel
2011;Banskobystrický kraj;Rimavská Sobota;Hajnáčka;117700;99.0740740740741;4;29425;objednavatel
2011;Banskobystrický kraj;Rimavská Sobota;Hnúšťa;39891.9;5.24134804887663;6;6648.65;objednavatel
2011;Banskobystrický kraj;Rimavská Sobota;Hostice;2798;2.71387002909796;1;2798;objednavatel
2011;Banskobystrický kraj;Rimavská Sobota;Hrachovo;40000;46.5657741559953;2;20000;objednavatel
2011;Banskobystrický kraj;Rimavská Sobota;Chrámec;20000;45.2488687782805;1;20000;objednavatel
2011;Banskobystrický kraj;Rimavská Sobota;Jestice;20000;121.951219512195;1;20000;objednavatel
2011;Banskobystrický kraj;Rimavská Sobota;Kaloša;30000;38.0228136882129;2;15000;objednavatel
2011;Banskobystrický kraj;Rimavská Sobota;Kesovce;2270;8.90196078431373;2;1135;objednavatel
2011;Banskobystrický kraj;Rimavská Sobota;Konrádovce;20000;58.1395348837209;1;20000;objednavatel
2011;Banskobystrický kraj;Rimavská Sobota;Kráľ;7960.05;8.13911042944785;4;1990.0125;objednavatel
2011;Banskobystrický kraj;Rimavská Sobota;Lehota nad Rimavicou;20000;73.5294117647059;1;20000;objednavatel
2011;Banskobystrický kraj;Rimavská Sobota;Ožďany;92699;56.1471835251363;1;92699;objednavatel
2011;Banskobystrický kraj;Rimavská Sobota;Padarovce;3000;15.4639175257732;2;1500;objednavatel
2011;Banskobystrický kraj;Rimavská Sobota;Ratkovská Lehota;0;0;1;0;objednavatel
2011;Banskobystrický kraj;Rimavská Sobota;Rimavská Baňa;92550;167.967332123412;1;92550;objednavatel
2011;Banskobystrický kraj;Rimavská Sobota;Rimavská Sobota;478624.22;19.763976545402;363;1318.52402203857;objednavatel
2011;Banskobystrický kraj;Rimavská Sobota;Rimavské Brezovo;20000;36.9685767097967;1;20000;objednavatel
2011;Banskobystrický kraj;Rimavská Sobota;Rimavské Zalužany;92550;277.095808383234;1;92550;objednavatel
2011;Banskobystrický kraj;Rimavská Sobota;Rumince;20000;53.0503978779841;1;20000;objednavatel
2011;Banskobystrický kraj;Rimavská Sobota;Stará Bašta;20000;62.6959247648903;1;20000;objednavatel
2011;Banskobystrický kraj;Rimavská Sobota;Studená;497.9;1.81715328467153;1;497.9;objednavatel
2011;Banskobystrický kraj;Rimavská Sobota;Šimonovce;23500;40.3087478559177;2;11750;objednavatel
2011;Banskobystrický kraj;Rimavská Sobota;Širkovce;28000;29.7555791710946;3;9333.33333333333;objednavatel
2011;Banskobystrický kraj;Rimavská Sobota;Tachty;4200;8.03059273422562;1;4200;objednavatel
2011;Banskobystrický kraj;Rimavská Sobota;Teplý Vrch;1535;5.36713286713287;1;1535;objednavatel
2011;Banskobystrický kraj;Rimavská Sobota;Tisovec;0;0;2;0;objednavatel
2011;Banskobystrický kraj;Rimavská Sobota;Včelince;8000;10.1522842639594;3;2666.66666666667;objednavatel
2011;Banskobystrický kraj;Rimavská Sobota;Veľký Blh;700;0.579950289975145;1;700;objednavatel
2011;Banskobystrický kraj;Veľký Krtíš;Balog nad Ipľom;1000;1.19331742243437;1;1000;objednavatel
2011;Banskobystrický kraj;Veľký Krtíš;Bušince;21536;14.6903137789905;3;7178.66666666667;objednavatel
2011;Banskobystrický kraj;Veľký Krtíš;Čebovce;800;0.747663551401869;1;800;objednavatel
2011;Banskobystrický kraj;Veľký Krtíš;Čeláre;0;0;1;0;objednavatel
2011;Banskobystrický kraj;Veľký Krtíš;Dolinka;1000;2.07900207900208;1;1000;objednavatel
2011;Banskobystrický kraj;Veľký Krtíš;Dolná Strehová;20029.88;19.2041035474593;3;6676.62666666667;objednavatel
2011;Banskobystrický kraj;Veľký Krtíš;Kiarov;1000;3.24675324675325;1;1000;objednavatel
2011;Banskobystrický kraj;Veľký Krtíš;Kováčovce;2000;5.44959128065395;1;2000;objednavatel
2011;Banskobystrický kraj;Veľký Krtíš;Lesenice;1013.28;1.95236994219653;2;506.64;objednavatel
2011;Banskobystrický kraj;Veľký Krtíš;Modrý Kameň;1524.16;0.9526;4;381.04;objednavatel
2011;Banskobystrický kraj;Veľký Krtíš;Nenince;2041.41;1.47075648414986;2;1020.705;objednavatel
2011;Banskobystrický kraj;Veľký Krtíš;Nová Ves;177689.29;436.583022113022;33;5384.52393939394;objednavatel
2011;Banskobystrický kraj;Veľký Krtíš;Olováry;1500;4.98338870431894;1;1500;objednavatel
2011;Banskobystrický kraj;Veľký Krtíš;Opatovská Nová Ves;20000;28.0504908835905;2;10000;objednavatel
2011;Banskobystrický kraj;Veľký Krtíš;Opava;17.48;0.133435114503817;1;17.48;objednavatel
2011;Banskobystrický kraj;Veľký Krtíš;Pôtor;825.63;0.99955205811138;2;412.815;objednavatel
2011;Banskobystrický kraj;Veľký Krtíš;Príbelce;6674.16;11.7502816901408;2;3337.08;objednavatel
2011;Banskobystrický kraj;Veľký Krtíš;Seľany;2450.16;11.8939805825243;3;816.72;objednavatel
2011;Banskobystrický kraj;Veľký Krtíš;Sucháň;130.08;0.473018181818182;3;43.36;objednavatel
2011;Banskobystrický kraj;Veľký Krtíš;Veľká Čalomija;21000;34.8837209302326;2;10500;objednavatel
2011;Banskobystrický kraj;Veľký Krtíš;Veľké Straciny;15500;87.5706214689266;1;15500;objednavatel
2011;Banskobystrický kraj;Veľký Krtíš;Veľký Krtíš;127520.44;10.4055846593227;71;1796.06253521127;objednavatel
2011;Banskobystrický kraj;Veľký Krtíš;Vinica;21951.62;12.0547062053817;6;3658.60333333333;objednavatel
2011;Banskobystrický kraj;Veľký Krtíš;Vrbovka;3000;8.40336134453782;1;3000;objednavatel
2011;Banskobystrický kraj;Veľký Krtíš;Záhorce;1328.99;1.96887407407407;1;1328.99;objednavatel
2011;Banskobystrický kraj;Zvolen;Bacúrov;2606.03;17.1449342105263;1;2606.03;objednavatel
2011;Banskobystrický kraj;Zvolen;Budča;44921.6;34.9041181041181;4;11230.4;objednavatel
2011;Banskobystrický kraj;Zvolen;Očová;116649;44.813292354975;6;19441.5;objednavatel
2011;Banskobystrický kraj;Zvolen;Ostrá Lúka;20000;66.6666666666667;1;20000;objednavatel
2011;Banskobystrický kraj;Zvolen;Pliešovce;8849265.11;3893.20946326441;44;201119.661590909;objednavatel
2011;Banskobystrický kraj;Zvolen;Sielnica;7451;5.48674521354934;12;620.916666666667;objednavatel
2011;Banskobystrický kraj;Zvolen;Sliač;230590.77;46.1458415049029;75;3074.5436;objednavatel
2011;Banskobystrický kraj;Zvolen;Tŕnie;4106.3;9.63920187793427;1;4106.3;objednavatel
2011;Banskobystrický kraj;Zvolen;Turová;37853.97;92.5524938875306;5;7570.794;objednavatel
2011;Banskobystrický kraj;Zvolen;Veľká Lúka;0;0;1;0;objednavatel
2011;Banskobystrický kraj;Zvolen;Zvolen;56698378.937;1322.62710966222;974;58211.8880256674;objednavatel
2011;Banskobystrický kraj;Zvolen;Železná Breznica;20000;37.1057513914657;2;10000;objednavatel
2011;Banskobystrický kraj;Žarnovica;Brehy;92700;88.5386819484241;1;92700;objednavatel
2011;Banskobystrický kraj;Žarnovica;Kľak;5700;24.5689655172414;1;5700;objednavatel
2011;Banskobystrický kraj;Žarnovica;Malá Lehota;731.06;0.808694690265487;1;731.06;objednavatel
2011;Banskobystrický kraj;Žarnovica;Nová Baňa;3109.9;0.415762032085562;4;777.475;objednavatel
2011;Banskobystrický kraj;Žarnovica;Rudno nad Hronom;112699;220.978431372549;3;37566.3333333333;objednavatel
2011;Banskobystrický kraj;Žarnovica;Veľká Lehota;180;0.154772141014617;1;180;objednavatel
2011;Banskobystrický kraj;Žarnovica;Žarnovica;396865.5;62.2631785378098;48;8268.03125;objednavatel
2011;Banskobystrický kraj;Žiar nad Hronom;Dolná Ždaňa;92453;104.703284258211;1;92453;objednavatel
2011;Banskobystrický kraj;Žiar nad Hronom;Hliník nad Hronom;0;0;5;0;objednavatel
2011;Banskobystrický kraj;Žiar nad Hronom;Hronská Dúbrava;0;0;1;0;objednavatel
2011;Banskobystrický kraj;Žiar nad Hronom;Kosorín;20000;46.7289719626168;1;20000;objednavatel
2011;Banskobystrický kraj;Žiar nad Hronom;Kremnica;618668.97;114.166630374608;38;16280.7623684211;objednavatel
2011;Banskobystrický kraj;Žiar nad Hronom;Kremnické Bane;25500;95.1492537313433;1;25500;objednavatel
2011;Banskobystrický kraj;Žiar nad Hronom;Lovča;6500;9.29899856938484;1;6500;objednavatel
2011;Banskobystrický kraj;Žiar nad Hronom;Lutila;5042.06;3.80532830188679;2;2521.03;objednavatel
2011;Banskobystrický kraj;Žiar nad Hronom;Slaská;20000;41.49377593361;1;20000;objednavatel
2011;Banskobystrický kraj;Žiar nad Hronom;Stará Kremnička;4320;3.94160583941606;1;4320;objednavatel
2011;Banskobystrický kraj;Žiar nad Hronom;Trnavá Hora;69720;58.9349112426035;2;34860;objednavatel
2011;Banskobystrický kraj;Žiar nad Hronom;Vyhne;112700;91.1075181891673;2;56350;objednavatel
2011;Banskobystrický kraj;Žiar nad Hronom;Žiar nad Hronom;278018.51;14.3530464636035;42;6619.48833333333;objednavatel
2011;Bratislavský kraj;BA;Bratislava;10451931735.965;24713.0312578973;66058;158223.557115944;objednavatel
2011;Bratislavský kraj;Malacky;Borinka;90;0.135542168674699;1;90;objednavatel
2011;Bratislavský kraj;Malacky;Lozorno;77788.83;26.34230612936;8;9723.60375;objednavatel
2011;Bratislavský kraj;Malacky;Malacky;330206.17;19.1390581348171;19;17379.2721052632;objednavatel
2011;Bratislavský kraj;Malacky;Marianka;25273;16.0056998100063;2;12636.5;objednavatel
2011;Bratislavský kraj;Malacky;Pernek;90;0.108173076923077;1;90;objednavatel
2011;Bratislavský kraj;Malacky;Sološnica;16248;10.4488745980707;3;5416;objednavatel
2011;Bratislavský kraj;Malacky;Studienka;90;0.0556242274412855;1;90;objednavatel
2011;Bratislavský kraj;Malacky;Stupava;6377.28;0.601800509578183;7;911.04;objednavatel
2011;Bratislavský kraj;Pezinok;Budmerice;965.07;0.413129280821918;4;241.2675;objednavatel
2011;Bratislavský kraj;Pezinok;Častá;154.44;0.06972460496614;1;154.44;objednavatel
2011;Bratislavský kraj;Pezinok;Limbach;7442.5;4.08928571428571;1;7442.5;objednavatel
2011;Bratislavský kraj;Pezinok;Modra;24055.07;2.70251320076396;13;1850.39;objednavatel
2011;Bratislavský kraj;Pezinok;Pezinok;863946.89;38.4540388124805;128;6749.585078125;objednavatel
2011;Bratislavský kraj;Pezinok;Svätý Jur;1291.9;0.233912728589535;2;645.95;objednavatel
2011;Bratislavský kraj;Pezinok;Šenkvice;396;0.0862369337979094;3;132;objednavatel
2011;Bratislavský kraj;Pezinok;Viničné;430;0.196886446886447;5;86;objednavatel
2011;Bratislavský kraj;Pezinok;Vištuk;351;0.265506807866868;1;351;objednavatel
2011;Bratislavský kraj;Senec;Bernolákovo;2426;0.407046979865772;5;485.2;objednavatel
2011;Bratislavský kraj;Senec;Boldog;2800;6.29213483146067;3;933.333333333333;objednavatel
2011;Bratislavský kraj;Senec;Dunajská Lužná;17000;3.27237728585178;2;8500;objednavatel
2011;Bratislavský kraj;Senec;Hamuliakovo;18000;11.4285714285714;1;18000;objednavatel
2011;Bratislavský kraj;Senec;Hrubá Borša;3026.9;5.59500924214418;2;1513.45;objednavatel
2011;Bratislavský kraj;Senec;Chorvátsky Grob;48.6;0.0106275967636125;1;48.6;objednavatel
2011;Bratislavský kraj;Senec;Ivanka pri Dunaji;90;0.0147856086742238;2;45;objednavatel
2011;Bratislavský kraj;Senec;Kalinkovo;10000;7.9428117553614;1;10000;objednavatel
2011;Bratislavský kraj;Senec;Malinovo;90;0.0398582816651904;1;90;objednavatel
2011;Bratislavský kraj;Senec;Miloslavov;2992.56;1.45694255111977;1;2992.56;objednavatel
2011;Bratislavský kraj;Senec;Most pri Bratislave;16409.28;6.59802171290712;3;5469.76;objednavatel
2011;Bratislavský kraj;Senec;Rovinka;4948;1.79145546705286;7;706.857142857143;objednavatel
2011;Bratislavský kraj;Senec;Senec;427806.1;22.9288294565334;57;7505.3701754386;objednavatel
2011;Bratislavský kraj;Senec;Vlky;1000;2.35849056603774;1;1000;objednavatel
2011;Košický kraj;Gelnica;Gelnica;20691.9;3.37001628664495;4;5172.975;objednavatel
2011;Košický kraj;Gelnica;Helcmanovce;90;0.0620689655172414;1;90;objednavatel
2011;Košický kraj;Gelnica;Kluknava;92698;58.0814536340852;1;92698;objednavatel
2011;Košický kraj;Gelnica;Kojšov;26300;36.9901547116737;2;13150;objednavatel
2011;Košický kraj;Gelnica;Margecany;30000;15.2827305145186;3;10000;objednavatel
2011;Košický kraj;Gelnica;Mníšek nad Hnilcom;26095;15.0490196078431;2;13047.5;objednavatel
2011;Košický kraj;Gelnica;Nálepkovo;10000;3.16155548529877;3;3333.33333333333;objednavatel
2011;Košický kraj;Gelnica;Prakovce;121673.35;36.0406842417062;4;30418.3375;objednavatel
2011;Košický kraj;Gelnica;Smolnícka Huta;4800;10.1694915254237;1;4800;objednavatel
2011;Košický kraj;Gelnica;Smolník;20000;18.450184501845;1;20000;objednavatel
2011;Košický kraj;Gelnica;Stará Voda;34003;156.695852534562;2;17001.5;objednavatel
2011;Košický kraj;Gelnica;Švedlár;101692;49.1265700483092;4;25423;objednavatel
2011;Košický kraj;KE;Košice;127510802.762;533.071917901338;3611;35311.7703577956;objednavatel
2011;Košický kraj;Košice-okolie;Beniakovce;14700;23.0769230769231;1;14700;objednavatel
2011;Košický kraj;Košice-okolie;Bidovce;5281.25;3.70354137447405;5;1056.25;objednavatel
2011;Košický kraj;Košice-okolie;Blažice;0;0;1;0;objednavatel
2011;Košický kraj;Košice-okolie;Bohdanovce;116256.58;109.676018867925;4;29064.145;objednavatel
2011;Košický kraj;Košice-okolie;Budimír;1614.19;1.46345421577516;1;1614.19;objednavatel
2011;Košický kraj;Košice-okolie;Buzica;1000;0.831946755407654;1;1000;objednavatel
2011;Košický kraj;Košice-okolie;Čaňa;3900;0.691244239631336;1;3900;objednavatel
2011;Košický kraj;Košice-okolie;Čečejovce;16248;7.7816091954023;2;8124;objednavatel
2011;Košický kraj;Košice-okolie;Čižatice;90;0.236842105263158;1;90;objednavatel
2011;Košický kraj;Košice-okolie;Debraď;9061;23.9708994708995;2;4530.5;objednavatel
2011;Košický kraj;Košice-okolie;Ďurkov;20000;11.4942528735632;1;20000;objednavatel
2011;Košický kraj;Košice-okolie;Herľany;92700;325.263157894737;2;46350;objednavatel
2011;Košický kraj;Košice-okolie;Chorváty;0;0;1;0;objednavatel
2011;Košický kraj;Košice-okolie;Kecerovský Lipovec;105.55;0.858130081300813;1;105.55;objednavatel
2011;Košický kraj;Košice-okolie;Kechnec;90033;77.7487046632124;1;90033;objednavatel
2011;Košický kraj;Košice-okolie;Košický Klečenov;5760;21.021897810219;1;5760;objednavatel
2011;Košický kraj;Košice-okolie;Kysak;0;0;1;0;objednavatel
2011;Košický kraj;Košice-okolie;Malá Ida;90;0.0619834710743802;1;90;objednavatel
2011;Košický kraj;Košice-okolie;Milhosť;9;0.0235602094240838;1;9;objednavatel
2011;Košický kraj;Košice-okolie;Moldava nad Bodvou;52290.8;4.6439431616341;23;2273.51304347826;objednavatel
2011;Košický kraj;Košice-okolie;Nižná Kamenica;20273.45;37.2673713235294;4;5068.3625;objednavatel
2011;Košický kraj;Košice-okolie;Nižná Myšľa;338000;203.737191078963;1;338000;objednavatel
2011;Košický kraj;Košice-okolie;Nový Salaš;0;0;3;0;objednavatel
2011;Košický kraj;Košice-okolie;Opátka;20000;217.391304347826;1;20000;objednavatel
2011;Košický kraj;Košice-okolie;Opiná;1604.5;8.31347150259067;2;802.25;objednavatel
2011;Košický kraj;Košice-okolie;Rankovce;7000;9.1743119266055;1;7000;objednavatel
2011;Košický kraj;Košice-okolie;Ruskov;92700;64.4645340751043;3;30900;objednavatel
2011;Košický kraj;Košice-okolie;Sady nad Torysou;1.7;0.000896151818661044;1;1.7;objednavatel
2011;Košický kraj;Košice-okolie;Seňa;9791;4.68468899521531;2;4895.5;objednavatel
2011;Košický kraj;Košice-okolie;Skároš;91500;81.769436997319;4;22875;objednavatel
2011;Košický kraj;Košice-okolie;Slančík;20000;93.0232558139535;1;20000;objednavatel
2011;Košický kraj;Košice-okolie;Slanec;20000;13.9372822299652;1;20000;objednavatel
2011;Košický kraj;Košice-okolie;Sokoľ;20000;18.348623853211;1;20000;objednavatel
